0.001,-nan
0.00489844,-nan
0.00879687,-nan
0.0126953,0.00134394
0.0165938,0.00175647
0.0204922,0.00216887
0.0243906,0.00258112
0.0282891,0.00299317
0.0321875,0.003405
0.0360859,0.00381659
0.0399844,0.0042279
0.0438828,0.0046389
0.0477812,0.00504958
0.0516797,0.00545992
0.0555781,0.00586993
0.0594766,0.00627961
0.063375,0.00668904
0.0672734,0.0070983
0.0711719,0.00750755
0.0750703,0.00791698
0.0789688,0.00832687
0.0828672,0.00873752
0.0867656,0.00914934
0.0906641,0.00956277
0.0945625,0.0099783
0.0984609,0.0103965
0.102359,0.0108179
0.106258,0.0112433
0.110156,0.0116732
0.114055,0.0121083
0.117953,0.0125494
0.121852,0.0129972
0.12575,0.0134525
0.129648,0.0139159
0.133547,0.0143883
0.137445,0.0148705
0.141344,0.0153631
0.145242,0.0158669
0.149141,0.0163827
0.153039,0.0169112
0.156938,0.0174532
0.160836,0.0180093
0.164734,0.0185803
0.168633,0.0191669
0.172531,0.0197697
0.17643,0.0203894
0.180328,0.0210266
0.184227,0.0216819
0.188125,0.0223559
0.192023,0.0230491
0.195922,0.023762
0.19982,0.0244951
0.203719,0.0252489
0.207617,0.0260238
0.211516,0.0268202
0.215414,0.0276384
0.219312,0.0284787
0.223211,0.0293414
0.227109,0.0302267
0.231008,0.0311349
0.234906,0.0320661
0.238805,0.0330204
0.242703,0.0339978
0.246602,0.0349985
0.2505,0.0360225
0.254398,0.0370697
0.258297,0.0381401
0.262195,0.0392336
0.266094,0.04035
0.269992,0.0414892
0.273891,0.042651
0.277789,0.0438352
0.281687,0.0450416
0.285586,0.0462698
0.289484,0.0475197
0.293383,0.0487907
0.297281,0.0500828
0.30118,0.0513953
0.305078,0.0527281
0.308977,0.0540806
0.312875,0.0554525
0.316773,0.0568433
0.320672,0.0582526
0.32457,0.0596799
0.328469,0.0611247
0.332367,0.0625867
0.336266,0.0640651
0.340164,0.0655597
0.344062,0.0670698
0.347961,0.068595
0.351859,0.0701347
0.355758,0.0716885
0.359656,0.0732558
0.363555,0.074836
0.367453,0.0764287
0.371352,0.0780333
0.37525,0.0796493
0.379148,0.0812762
0.383047,0.0829134
0.386945,0.0845605
0.390844,0.086217
0.394742,0.0878822
0.398641,0.0895557
0.402539,0.0912371
0.406438,0.0929258
0.410336,0.0946213
0.414234,0.0963231
0.418133,0.0980308
0.422031,0.0997439
0.42593,0.101462
0.429828,0.103184
0.433727,0.104911
0.437625,0.106641
0.441523,0.108374
0.445422,0.11011
0.44932,0.111848
0.453219,0.113589
0.457117,0.11533
0.461016,0.117073
0.464914,0.118816
0.468813,0.12056
0.472711,0.122304
0.476609,0.124048
0.480508,0.12579
0.484406,0.127532
0.488305,0.129272
0.492203,0.131011
0.496102,0.132747
