0.001,-nan
0.00489844,-nan
0.00879687,-nan
0.0126953,0.000299432
0.0165938,0.000391477
0.0204922,0.00048444
0.0243906,0.000580219
0.0282891,0.000681425
0.0321875,0.000790763
0.0360859,0.000910605
0.0399844,0.00104284
0.0438828,0.00118886
0.0477812,0.00134967
0.0516797,0.00152594
0.0555781,0.00171812
0.0594766,0.00192651
0.063375,0.00215127
0.0672734,0.00239253
0.0711719,0.00265037
0.0750703,0.00292484
0.0789688,0.00321599
0.0828672,0.00352386
0.0867656,0.00384851
0.0906641,0.00419
0.0945625,0.00454841
0.0984609,0.00492383
0.102359,0.00531637
0.106258,0.00572615
0.110156,0.00615331
0.114055,0.00659803
0.117953,0.00706048
0.121852,0.00754087
0.12575,0.00803942
0.129648,0.00855638
0.133547,0.00909203
0.137445,0.00964664
0.141344,0.0102205
0.145242,0.010814
0.149141,0.0114274
0.153039,0.0120611
0.156938,0.0127154
0.160836,0.0133908
0.164734,0.0140876
0.168633,0.0148061
0.172531,0.0155467
0.17643,0.0163099
0.180328,0.0170959
0.184227,0.0179052
0.188125,0.018738
0.192023,0.0195946
0.195922,0.0204754
0.19982,0.0213806
0.203719,0.0223105
0.207617,0.0232652
0.211516,0.024245
0.215414,0.0252499
0.219312,0.0262801
0.223211,0.0273357
0.227109,0.0284167
0.231008,0.0295232
0.234906,0.030655
0.238805,0.0318121
0.242703,0.0329945
0.246602,0.034202
0.2505,0.0354344
0.254398,0.0366915
0.258297,0.037973
0.262195,0.0392788
0.266094,0.0406085
0.269992,0.0419617
0.273891,0.0433381
0.277789,0.0447374
0.281687,0.0461591
0.285586,0.0476028
0.289484,0.0490681
0.293383,0.0505544
0.297281,0.0520613
0.30118,0.0535882
0.305078,0.0551347
0.308977,0.0567002
0.312875,0.0582841
0.316773,0.0598859
0.320672,0.061505
0.32457,0.0631409
0.328469,0.0647929
0.332367,0.0664605
0.336266,0.0681431
0.340164,0.06984
0.344062,0.0715507
0.347961,0.0732746
0.351859,0.075011
0.355758,0.0767594
0.359656,0.0785192
0.363555,0.0802898
0.367453,0.0820705
0.371352,0.0838608
0.37525,0.0856602
0.379148,0.087468
0.383047,0.0892837
0.386945,0.0911067
0.390844,0.0929365
0.394742,0.0947724
0.398641,0.0966141
0.402539,0.0984609
0.406438,0.100312
0.410336,0.102168
0.414234,0.104027
0.418133,0.105889
0.422031,0.107754
0.42593,0.109621
0.429828,0.11149
0.433727,0.11336
0.437625,0.115231
0.441523,0.117102
0.445422,0.118973
0.44932,0.120844
0.453219,0.122714
0.457117,0.124583
0.461016,0.12645
0.464914,0.128315
0.468813,0.130178
0.472711,0.132038
0.476609,0.133895
0.480508,0.135748
0.484406,0.137598
0.488305,0.139444
0.492203,0.141286
0.496102,0.143123
