0.001,-nan
0.00489844,-nan
0.00879687,-nan
0.0126953,0.00108063
0.0165938,0.0014121
0.0204922,0.00174329
0.0243906,0.00207413
0.0282891,0.00240456
0.0321875,0.00273453
0.0360859,0.00306397
0.0399844,0.00339287
0.0438828,0.0037212
0.0477812,0.00404902
0.0516797,0.00437645
0.0555781,0.0047037
0.0594766,0.0050311
0.063375,0.0053591
0.0672734,0.00568824
0.0711719,0.00601918
0.0750703,0.00635265
0.0789688,0.00668946
0.0828672,0.00703048
0.0867656,0.00737659
0.0906641,0.00772869
0.0945625,0.00808772
0.0984609,0.00845456
0.102359,0.00883011
0.106258,0.00921525
0.110156,0.0096108
0.114055,0.0100176
0.117953,0.0104364
0.121852,0.0108679
0.12575,0.011313
0.129648,0.0117722
0.133547,0.0122463
0.137445,0.0127358
0.141344,0.0132413
0.145242,0.0137636
0.149141,0.0143031
0.153039,0.0148603
0.156938,0.0154359
0.160836,0.0160302
0.164734,0.0166439
0.168633,0.0172773
0.172531,0.0179309
0.17643,0.0186052
0.180328,0.0193005
0.184227,0.0200172
0.188125,0.0207557
0.192023,0.0215164
0.195922,0.0222995
0.19982,0.0231053
0.203719,0.0239341
0.207617,0.0247861
0.211516,0.0256615
0.215414,0.0265604
0.219312,0.0274831
0.223211,0.0284296
0.227109,0.0293999
0.231008,0.0303941
0.234906,0.0314123
0.238805,0.0324543
0.242703,0.0335202
0.246602,0.0346097
0.2505,0.0357229
0.254398,0.0368595
0.258297,0.0380193
0.262195,0.0392022
0.266094,0.0404078
0.269992,0.041636
0.273891,0.0428863
0.277789,0.0441585
0.281687,0.0454523
0.285586,0.0467672
0.289484,0.0481028
0.293383,0.0494589
0.297281,0.0508348
0.30118,0.0522302
0.305078,0.0536446
0.308977,0.0550775
0.312875,0.0565284
0.316773,0.0579969
0.320672,0.0594823
0.32457,0.0609843
0.328469,0.0625021
0.332367,0.0640354
0.336266,0.0655836
0.340164,0.067146
0.344062,0.0687222
0.347961,0.0703116
0.351859,0.0719137
0.355758,0.0735278
0.359656,0.0751534
0.363555,0.07679
0.367453,0.078437
0.371352,0.0800939
0.37525,0.08176
0.379148,0.0834349
0.383047,0.0851181
0.386945,0.0868089
0.390844,0.0885068
0.394742,0.0902114
0.398641,0.0919221
0.402539,0.0936383
0.406438,0.0953597
0.410336,0.0970856
0.414234,0.0988157
0.418133,0.100549
0.422031,0.102286
0.42593,0.104026
0.429828,0.105768
0.433727,0.107511
0.437625,0.109256
0.441523,0.111002
0.445422,0.112749
0.44932,0.114495
0.453219,0.116241
0.457117,0.117987
0.461016,0.119732
0.464914,0.121475
0.468813,0.123216
0.472711,0.124956
0.476609,0.126693
0.480508,0.128427
0.484406,0.130158
0.488305,0.131886
0.492203,0.13361
0.496102,0.13533
